
==================================================
PARTIE DU 03/06/2026 à 11:54
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;2
Joueur Bleu;Bot IA;Score Final;2
VAINQUEUR;Interrompu (Score en cours: Joueur 1 2 - 2 Bot IA)
TEMPS TOTAL (s);87.9

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;22.9;0;0;0
Tour 2;Bot IA;bleue;11.1;1;0;1
Tour 3;Joueur 1;rouge;13.4;1;1;1
Tour 4;Bot IA;bleue;10.4;0;1;1
Tour 5;Joueur 1;rouge;21.1;1;2;1
Tour 6;Bot IA;bleue;9.0;1;2;2

==================================================
PARTIE DU 05/06/2026 à 14:14
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Bot IA;Score Final;0
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 0 Bot IA)
TEMPS TOTAL (s);22.6

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;22.6;0;0;0

==================================================
PARTIE DU 05/06/2026 à 17:20
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Joueur 2;Score Final;0
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 0 Joueur 2)
TEMPS TOTAL (s);25.8

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;25.8;0;0;0

==================================================
PARTIE DU 05/06/2026 à 17:25
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;2
Joueur Bleu;Bot IA;Score Final;4
VAINQUEUR;Interrompu (Score en cours: Joueur 1 2 - 4 Bot IA)
TEMPS TOTAL (s);211.7

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;22.6;0;0;0
Tour 2;Bot IA;bleue;11.7;2;0;2
Tour 3;Joueur 1;rouge;17.8;1;1;2
Tour 4;Bot IA;bleue;12.8;0;1;2
Tour 5;Joueur 1;rouge;34.6;1;2;2
Tour 6;Bot IA;bleue;10.7;1;2;3
Tour 7;Joueur 1;rouge;33.5;0;2;3
Tour 8;Bot IA;bleue;11.3;1;2;4
Tour 9;Joueur 1;rouge;23.3;0;2;4
Tour 10;Bot IA;bleue;11.0;0;2;4
Tour 11;Joueur 1;rouge;22.2;0;2;4

==================================================
PARTIE DU 05/06/2026 à 19:57
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;1
Joueur Bleu;Joueur 2;Score Final;0
VAINQUEUR;Interrompu (Score en cours: Joueur 1 1 - 0 Joueur 2)
TEMPS TOTAL (s);25.4

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;25.4;1;1;0

==================================================
PARTIE DU 05/06/2026 à 20:00
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Joueur 2;Score Final;0
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 0 Joueur 2)
TEMPS TOTAL (s);21.6

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;21.6;0;0;0

==================================================
PARTIE DU 05/06/2026 à 20:08
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Joueur 2;Score Final;0
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 0 Joueur 2)
TEMPS TOTAL (s);30.4

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;30.4;0;0;0

==================================================
PARTIE DU 05/06/2026 à 20:16
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Joueur 2;Score Final;0
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 0 Joueur 2)
TEMPS TOTAL (s);40.9

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;27.6;0;0;0
Tour 2;Joueur 2;bleue;13.3;0;0;0

==================================================
PARTIE DU 05/06/2026 à 20:20
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Joueur 2;Score Final;1
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 1 Joueur 2)
TEMPS TOTAL (s);23.3

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;23.3;0;0;0

==================================================
PARTIE DU 05/06/2026 à 20:25
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Joueur 2;Score Final;1
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 1 Joueur 2)
TEMPS TOTAL (s);35.4

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;19.4;0;0;0
Tour 2;Joueur 2;bleue;16.0;1;0;1

==================================================
PARTIE DU 05/06/2026 à 20:28
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Joueur 2;Score Final;0
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 0 Joueur 2)
TEMPS TOTAL (s);28.5

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;28.5;0;0;0

==================================================
PARTIE DU 05/06/2026 à 20:37
==================================================
--- RESUME DE LA PARTIE ---
Joueur Rouge;Joueur 1;Score Final;0
Joueur Bleu;Joueur 2;Score Final;1
VAINQUEUR;Interrompu (Score en cours: Joueur 1 0 - 1 Joueur 2)
TEMPS TOTAL (s);37.6

--- CHRONOLOGIE TOUR PAR TOUR ---
Tour;Joueur Actif;Couleur;Temps (s);Bille(s) Gagnée(s) ce tour;Total Rouge;Total Bleu
Tour 1;Joueur 1;rouge;37.6;0;0;0
